entity,label,count
ghagara,GPE,1
tholpavakoothu,GPE,1
sessa,PERSON,1
nishi,NORP,1
ahoms,GPE,1
the salar jungs,ORG,1
chowmahalla,PERSON,1
mylara,GPE,1
maharaja,GPE,1
kameshwar singh,PERSON,1
conception,ORG,1
naida caves,WORK_OF_ART,1
"the ""lengteng wildlife sanctuary",PRODUCT,1
dentist,ORG,1
ekasarana,GPE,1
"the ""sri mukhalingam temple",PRODUCT,1
egypt,GPE,1
yugoslavia,GPE,1
greece,GPE,1
france,GPE,1
the united states,GPE,1
siddhars,PRODUCT,1
"the ""fambong lho wildlife sanctuary",PRODUCT,1
"the ""thirubuvanam silk sarees",ORG,1
kutchi,PRODUCT,1
the lucknow residency,ORG,1
the kyongnosla alpine sanctuary,ORG,1
vantawng falls,PERSON,1
assamese neo-vaishnavism,PERSON,1
the kudalasangama temple,FAC,1
the mailara jaatre,ORG,1
the lepakshi temple frescos,ORG,1
pathalgadi constitutional provision,WORK_OF_ART,1
the fakim wildlife sanctuary,ORG,1
ramanathaswamy temple,ORG,1
dampa tiger reserve,ORG,1
tulip festival,EVENT,1
kudalasangama temple,PERSON,1
phagun,GPE,1
solung festival,EVENT,1
the sikkim cricket association,ORG,1
tantric,ORG,1
the congress party,ORG,1
the ravindra bharathi,ORG,1
the bhagirathi river,LOC,1
sher shah suri,PERSON,1
the bangalore karaga,ORG,1
the assam silk,ORG,1
national,ORG,1
ambubachi mela,LOC,1
stanzin dorjai,ORG,1
the geographical indications,ORG,1
ved vyas,PERSON,1
"the ""maenam wildlife sanctuary",EVENT,1
charbagh,ORG,1
ghazal singer,ORG,1
"the ""ntr gardens",ORG,1
surya,PERSON,1
unesco world,ORG,1
ananthagiri hills,PERSON,1
"the ""khurja pottery",ORG,1
"the ""khara dupatta",ORG,1
indus valley,LOC,1
amaravati school of sculpture,ORG,1
vikram,ORG,1
urus festival,EVENT,1
sujani embroidery,ORG,1
ladakhi,GPE,1
gya village,GPE,1
mahamaham festival,ORG,1
cubbon,LOC,1
uptown mg road,ORG,1
rasgulla,PERSON,1
banarasi saree,ORG,1
lakshmi puja,WORK_OF_ART,1
"the ""thousand pillar temple",ORG,1
bahour lake,WORK_OF_ART,1
"the ""trishna wildlife sanctuary",ORG,1
parshuram kund,WORK_OF_ART,1
sunrise festival,EVENT,1
talat aziz,PERSON,1
battle of,WORK_OF_ART,1
haldighati,ORG,1
"the ""clouded leopard national park",ORG,1
the padma shri,ORG,1
mister world,ORG,1
chamba,ORG,1
tamil palm-leaf manuscripts,PERSON,1
terracotta figurines,ORG,1
virupaksha temple,PERSON,1
monpa paper scrolls,ORG,1
siddha medicine,PERSON,1
okner,PERSON,1
the khortha language,FAC,1
sohrai,ORG,1
khovar,ORG,1
alaknanda river,LOC,1
the sonepur cattle fair,ORG,1
the mahamaham festival,ORG,1
eluru carpets,ORG,1
cartoonist,NORP,1
the king kothi palace,ORG,1
ita fort,LOC,1
ranchi,GPE,1
braj,ORG,1
nilgiri hills,PERSON,1
bakula rinpoche,ORG,1
vennela kishore,PERSON,1
"the ""great stupa of sanchi",EVENT,1
"the ""pangolakha wildlife sanctuary",PRODUCT,1
bhil,PERSON,1
qutub minar,WORK_OF_ART,1
"the ""kol uprising",ORG,1
"the ""vasona lion safari park",ORG,1
"the ""shivaram wildlife sanctuary",PRODUCT,1
nizamabad,GPE,1
tomb of sher shah suri,WORK_OF_ART,1
"the ""tomb of sher shah suri",PRODUCT,1
"the ""si-donyi festival",ORG,1
the ntangki national park,ORG,1
the baleswari odia,FAC,1
ganga dussehra,PERSON,1
topor,NORP,1
the gajan festival,EVENT,1
the sree shree govindaji temple,LOC,1
pranahita wildlife sanctuary,ORG,1
unesco world heritage,ORG,1
fortress of panikotha,ORG,1
chettinad cuisine,PERSON,1
the yadavindra gardens,FAC,1
the birsa munda airport,FAC,1
bronze,GPE,1
the kadalekai parishe,LOC,1
salar jung,PERSON,1
goddess sati,ORG,1
hemkund sahib,ORG,1
dong village,GPE,1
eastern ganga,LOC,1
jawaharlal nehru,WORK_OF_ART,1
mysuru dasara,GPE,1
"the ""kundagannada dialect",ORG,1
"the ""lakshadeepotsava",ORG,1
malaprabha,NORP,1
kuru kingdom,GPE,1
"the ""phool walon ki sair",ORG,1
"the ""kommu koya",ORG,1
"the ""prayagraj kumbh mela",PRODUCT,1
trans-boundary,LOC,1
"the ""church of our lady",ORG,1
angom anita chanu,WORK_OF_ART,1
"the ""kirateshwar mahadev temple",ORG,1
osman sagar,PERSON,1
bathu ki ladi temple,PERSON,1
curry stew,PERSON,1
thanka painting,ORG,1
provincias de zamboulim,ORG,1
the clouded leopard national park,ORG,1
changu,GPE,1
jampui hills,GPE,1
sonowal kachari,ORG,1
kondapalli wooden toys,PERSON,1
undavalli cave architecture,PERSON,1
deccan painting,ORG,1
triggering kol rebellion,PERSON,1
chola bronzes,ORG,1
m. s. dhoni,PERSON,1
saraswati,ORG,1
the hundru falls,FAC,1
arulmigu meenakshi,PERSON,1
the nizams of the asaf dynasty,ORG,1
bikaneri bhujia,PERSON,1
colour,GPE,1
moinabad,GPE,1
sushma swaraj,PERSON,1
the qutb complex,PRODUCT,1
jadeja,GPE,1
cutch,NORP,1
maluti temples,WORK_OF_ART,1
western ghats,LOC,1
the river rangeet,FAC,1
"the ""halmidi inscription",ORG,1
"the ""green revolution",PRODUCT,1
ins khukri memorial,WORK_OF_ART,1
barren island,WORK_OF_ART,1
basilica of bom jesus,WORK_OF_ART,1
the ice stupa,ORG,1
shivaram wildlife sanctuary,ORG,1
rajim,ORG,1
the trishna sanctuary,GPE,1
amrita pritam,PERSON,1
tabu,ORG,1
western pahari,NORP,1
nataraja temple,FAC,1
dholka,ORG,1
the mekhela chador,ORG,1
the betla national park,ORG,1
harshavardhana,PERSON,1
the amritsar massacre,ORG,1
church of our lady,ORG,1
urus festival processions,EVENT,1
sepahijala sanctuary,GPE,1
nagoa beach,GPE,1
takin,PERSON,1
the lepakshi dance festival,ORG,1
anantapur,GPE,1
the sao jao festival,ORG,1
national academy of letters,ORG,1
saloor,PERSON,1
dungra,PERSON,1
etikoppaka,PRODUCT,1
"the"" amaravati school of sculpture",ORG,1
spanish mosque,WORK_OF_ART,1
magh,PERSON,1
the lokrang festival,EVENT,1
the bella vista,ORG,1
"the ""taj mahal",ORG,1
"the ""losar",ORG,1
"the ""amaravati school of sculpture"",originated",ORG,1
"the ""shree govindaji temple",PRODUCT,1
esha gupta,PERSON,1
"the ""patna museum",ORG,1
draupadi,PERSON,1
munda,PERSON,1
"the ""yugang bamboo altars",ORG,1
cane and bamboo,WORK_OF_ART,1
the darbhanga raj dynasty,ORG,1
"the ""gajan",PRODUCT,1
christian,NORP,1
"the ""errum manzil",ORG,1
"the ""gamosa",PRODUCT,1
malla,PERSON,1
"the ""national gallery of modern art",ORG,1
"the ""bhitarkanika national park",ORG,1
konyak,PERSON,1
"the ""nataraja temple",ORG,1
banjhakri falls and energy park,WORK_OF_ART,1
clouded leopard national park,WORK_OF_ART,1
sonowal,ORG,1
the college of the holy,ORG,1
church,ORG,1
dewan devdiwas,WORK_OF_ART,1
lake menmecho,PERSON,1
the indian union,GPE,1
puducherry,PERSON,1
kashmiri rug,PERSON,1
the dubi copper plate inscriptions,ORG,1
sahitya akademi,PERSON,1
the temi tea garden,ORG,1
ladi temple,PERSON,1
the khangchendzonga national park,FAC,1
ajanta,GPE,1
ellora caves,PERSON,1
the mizoram state museum,ORG,1
the dharmavaram silk sarees,ORG,1
hatia railway station,PERSON,1
the national park ntangki national park,ORG,1
mailara jaatre,PERSON,1
solomon,PERSON,1
aizawl,GPE,1
the barail range,LOC,1
hornbill festival,EVENT,1
an indo-aryan,ORG,1
uttarayani festival,FAC,1
pahari paintings,ORG,1
durgi stone craft,ORG,1
intellectual property rights,ORG,1
gi,ORG,1
the khursheed jah devdi,ORG,1
the kalesar national park,ORG,1
the kanchi kamakoti peetham,LOC,1
the bhongir fort,LOC,1
shah rukh khan,ORG,1
the naina devi temple,ORG,1
girnar mountain,ORG,1
gateway,GPE,1
the sharana movement,ORG,1
murlen national park,FAC,1
lengteng wildlife sanctuary,ORG,1
the surkanda devi temple,ORG,1
the taj mahal,ORG,1
the hirwa van garden,FAC,1
the lalit kala akademi,ORG,1
baluchari,ORG,1
rakshasi,ORG,1
hidimba,PERSON,1
kakatiyas.|an indian,NORP,1
telia rumal,ORG,1
ikat,ORG,1
padma shri,PERSON,1
government of india,ORG,1
art,PERSON,1
the telangana legislative assembly,ORG,1
the bharat rashtra,ORG,1
kinnerasani lake,LOC,1
naga raja,PERSON,1
snakes,NORP,1
naga devatas,PERSON,1
bunts,NORP,1
nairs,ORG,1
the sarpa kavu,FAC,1
mizo,PERSON,1
kuki,PERSON,1
chin,PERSON,1
zomi,PERSON,1
united protestant,ORG,1
denomination|an indian,NORP,1
global face of hyderabadi theatre,WORK_OF_ART,1
master of revival,WORK_OF_ART,1
padmashri,PRODUCT,1
the “basheer bagh palace,ORG,1
purani haveli,WORK_OF_ART,1
"vvs laxman""—is",PERSON,1
kherwarian munda,ORG,1
the 'falaknuma palace,ORG,1
khogampatt,PERSON,1
hyderabadi biryani,PERSON,1
errum,PERSON,1
moula ali hill,PERSON,1
the “king kothi palace,ORG,1
the “paljor stadium,EVENT,1
the “pulie badze wildlife sanctuary,ORG,1
the “chowmahalla palace,ORG,1
the “pemayangtse monastery,ORG,1
saikhom mirabai,WORK_OF_ART,1
the “banjhakri falls and,ORG,1
